rank,content_id,model_high_priority_score,predicted_priority,suggested_action,reason_codes
4193,content_e582f6082563,0.2611245767141768,Medium,monitor_and_verify,['model_signal_requires_review']
4194,content_0cce6a2fb242,0.26111706602469426,Low,monitor_and_verify,['model_signal_requires_review']
4195,content_23c380f126ad,0.260986862320034,Low,monitor_and_verify,['model_signal_requires_review']
4196,content_0bbf9f8f0ba1,0.2609564115521614,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4197,content_67e912e3e2b5,0.26091180900967925,Low,monitor_and_verify,['model_signal_requires_review']
4198,content_64405ee1d117,0.2607154396170936,Medium,monitor_and_verify,['model_signal_requires_review']
4199,content_a8054ef7fc19,0.26066570074740164,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4200,content_db6479551754,0.2606316817606958,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4201,content_ee6f9dbdaf4a,0.26058614234446215,Low,monitor_and_verify,['model_signal_requires_review']
4202,content_6659c30f0631,0.260519972238152,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4203,content_d6a454462332,0.2604854037937784,Medium,monitor_and_verify,['model_signal_requires_review']
4204,content_c69f0baaa1af,0.26045792799229983,Medium,monitor_and_verify,['model_signal_requires_review']
4205,content_4368a8cc3092,0.26025812936224313,Low,monitor_and_verify,['model_signal_requires_review']
4206,content_0457c48d8fc3,0.26023685499866245,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4207,content_77d84ff69f78,0.26015731631388384,Medium,monitor_and_verify,['model_signal_requires_review']
4208,content_0ed6c37ef084,0.26015602735767657,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4209,content_dd55a66e608f,0.2601142804305307,Medium,monitor_and_verify,['model_signal_requires_review']
4210,content_fcfe44d0a076,0.260112184998717,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4211,content_414de552cad7,0.2600113142842209,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4212,content_4aeb7ad6d5d3,0.259964960097347,Medium,monitor_and_verify,['model_signal_requires_review']
4213,content_ee43ec7cc83b,0.2599416863642161,Medium,monitor_and_verify,['model_signal_requires_review']
4214,content_40c4fad48474,0.25994128123860494,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4215,content_4ad3b273bba8,0.2599242275951295,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4216,content_a85c0ad3e6b2,0.2599242275951295,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4217,content_a1fb4e703a9e,0.2599211676096758,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4218,content_53e38ea20dcd,0.25984022349362906,Medium,monitor_and_verify,['model_signal_requires_review']
4219,content_19b8db713236,0.2597645726511907,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4220,content_fbc59eee1017,0.25968588749625576,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4221,content_8fdf7d642814,0.25961941775468117,Medium,monitor_and_verify,['model_signal_requires_review']
4222,content_00603386e331,0.25961015529775094,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4223,content_f74385cef4cf,0.25953652179520864,Medium,monitor_and_verify,['model_signal_requires_review']
4224,content_f3a6399711da,0.2595341483801648,Medium,monitor_and_verify,['model_signal_requires_review']
4225,content_ce296f93e007,0.2594801581497257,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4226,content_31b1a77e5fd5,0.2594389149245427,Low,monitor_and_verify,['model_signal_requires_review']
4227,content_49477c375c09,0.25939253497571985,Low,monitor_and_verify,['model_signal_requires_review']
4228,content_476b20d68337,0.25937187505994636,Low,monitor_and_verify,['model_signal_requires_review']
4229,content_8045caf2bb16,0.25937187505994636,Low,monitor_and_verify,['model_signal_requires_review']
4230,content_34ad55d8ae44,0.25937187505994636,Low,monitor_and_verify,['model_signal_requires_review']
4231,content_1f6909d0ba54,0.25935897712961176,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4232,content_1089c7c8b99b,0.2592853047319644,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4233,content_ccc3299baa8a,0.2592571419631823,Low,monitor_and_verify,['model_signal_requires_review']
4234,content_41d6ee667372,0.25925628552870267,Low,monitor_and_verify,['model_signal_requires_review']
4235,content_8d0a8cbf9d1e,0.2592378510237798,Medium,monitor_and_verify,['model_signal_requires_review']
4236,content_f8f3899a82eb,0.25911096019146124,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4237,content_b3e34e9fe5a7,0.25910859069745323,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4238,content_1d637966d2d2,0.25902287298429316,Medium,monitor_and_verify,['model_signal_requires_review']
4239,content_a580f210e5e6,0.2590120274142777,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4240,content_6f9b4c2b2615,0.25901177015211135,Low,monitor_and_verify,['model_signal_requires_review']
4241,content_c745b79afd66,0.25900943091339795,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4242,content_594686bcfe8a,0.2589810682815586,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4243,content_ceaa28bba4ca,0.25894617505169604,Medium,monitor_and_verify,['model_signal_requires_review']
4244,content_8d8538e7cbbf,0.2588956611254462,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4245,content_8399b3c2cd89,0.25887403290161587,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4246,content_ddd78ab60f97,0.25883738873217815,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4247,content_658a39f88a25,0.25865828877979546,Medium,monitor_and_verify,['model_signal_requires_review']
4248,content_d5a7049e8dcd,0.25861665755313545,Low,monitor_and_verify,['model_signal_requires_review']
4249,content_42c092b2c296,0.25860998917128003,Medium,monitor_and_verify,['model_signal_requires_review']
4250,content_2e2195595695,0.25845224971419467,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4251,content_739ec77b846a,0.25834805751716355,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4252,content_d46d85035ad2,0.2583018693005004,Medium,monitor_and_verify,['model_signal_requires_review']
4253,content_fc8c21563057,0.2582865620720342,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4254,content_86185661ae1f,0.2581745763475967,Low,monitor_and_verify,['model_signal_requires_review']
4255,content_3c54e95a9ac8,0.2580944734761095,Medium,monitor_and_verify,['model_signal_requires_review']
4256,content_6c720cb9fbe0,0.2580749460763863,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4257,content_d80af9aac3c7,0.25806631993332163,Low,monitor_and_verify,['model_signal_requires_review']
4258,content_5c7a9bd6cbfe,0.25803352183479017,Low,monitor_and_verify,['model_signal_requires_review']
4259,content_e102455367e5,0.2579231368226562,Low,monitor_and_verify,['model_signal_requires_review']
4260,content_a1d3c702561a,0.2579192185475993,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4261,content_670746e86425,0.25787559061161464,Medium,monitor_and_verify,['model_signal_requires_review']
4262,content_6c3ce93e9680,0.2577832488170547,Medium,monitor_and_verify,['model_signal_requires_review']
4263,content_754c0acf2e40,0.257776976345304,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4264,content_05d71853e0f1,0.25771608331204116,Medium,monitor_and_verify,['model_signal_requires_review']
4265,content_c24703aeed68,0.25769903232765307,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4266,content_894e06751cee,0.25762360734923284,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4267,content_222dca007515,0.2575441439317686,Low,monitor_and_verify,['model_signal_requires_review']
4268,content_854c9a6ae832,0.25754139779174656,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4269,content_e2e22643adae,0.2574828798018528,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4270,content_f0571d121bc4,0.2573912411970304,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4271,content_0a4e3e70597a,0.25735894935401593,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4272,content_9357e2dc8d36,0.2573371124635241,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4273,content_e540f63bc134,0.2573285555375329,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4274,content_580d98a707e0,0.2573033182029663,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4275,content_6e348eb06763,0.25726532142233993,Low,monitor_and_verify,['model_signal_requires_review']
4276,content_8202c37e994f,0.25725643139065674,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4277,content_976d5deeab73,0.2572344346748771,Medium,monitor_and_verify,['large_observed_decline']
4278,content_5c8b57a6b009,0.2570853166254771,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4279,content_5fdd3001da55,0.2568945931405206,Medium,monitor_and_verify,['model_signal_requires_review']
4280,content_ada4f0b8bc65,0.25679660602362386,Medium,monitor_and_verify,['model_signal_requires_review']
4281,content_79fe2665cb9d,0.25673241067415004,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4282,content_0718b5188109,0.25662876552225733,Low,monitor_and_verify,['model_signal_requires_review']
4283,content_21612db808d2,0.25659328404646575,Medium,monitor_and_verify,['model_signal_requires_review']
4284,content_3aabed76ae3a,0.2565352188463954,Low,monitor_and_verify,['model_signal_requires_review']
4285,content_cc7d8d370b5d,0.25652956074350286,Low,monitor_and_verify,['model_signal_requires_review']
4286,content_4bfb50b1823e,0.25646232944174896,Low,monitor_and_verify,['model_signal_requires_review']
4287,content_20bc9a3dbbc8,0.25643027495420073,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4288,content_74e5927a9ac1,0.25641471324459686,Medium,monitor_and_verify,['model_signal_requires_review']
4289,content_1a5b585a87b4,0.2563978504571033,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4290,content_09a781f18604,0.256396184780218,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4291,content_e12868d1f396,0.2563816507424629,Medium,monitor_and_verify,['model_signal_requires_review']
4292,content_4db66d3d418c,0.2560446935527771,Low,monitor_and_verify,['model_signal_requires_review']
4293,content_9f81f02fcc7c,0.25593443910001457,Low,monitor_and_verify,['model_signal_requires_review']
4294,content_9acd1f0a15e7,0.2558420163209239,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4295,content_7b721c50ff02,0.2558270114570189,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4296,content_d08553fbe31d,0.25581576936945233,Low,monitor_and_verify,['model_signal_requires_review']
4297,content_5d4048cb5ff4,0.2557875389055441,Medium,monitor_and_verify,['model_signal_requires_review']
4298,content_28fdc9b17c26,0.25574195498512114,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4299,content_eb7015b56be9,0.25572101834019334,Low,monitor_and_verify,['model_signal_requires_review']
4300,content_10f40939e637,0.25567962650839515,Low,monitor_and_verify,['model_signal_requires_review']
4301,content_ed042e51f683,0.25555977932471036,Medium,monitor_and_verify,['model_signal_requires_review']
4302,content_a37cded67cd7,0.255551088254745,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4303,content_2326b09b5e1f,0.25553098081596615,Medium,monitor_and_verify,['model_signal_requires_review']
4304,content_609902f4bc8c,0.255510750403543,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4305,content_74fda8dfc96f,0.25537115965534374,Low,monitor_and_verify,['model_signal_requires_review']
4306,content_c4ac5b91b3d9,0.2553659459486658,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4307,content_20333b30ef06,0.2553583844794562,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4308,content_a025f0314b16,0.25532770276339917,Medium,monitor_and_verify,['model_signal_requires_review']
4309,content_339f96ee9de3,0.25531023324239605,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4310,content_a7452d4e5f24,0.2553008454263684,Medium,monitor_and_verify,['model_signal_requires_review']
4311,content_69e07bfa6f0a,0.25524838257573196,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4312,content_023fc9d33cd0,0.25518884365471206,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4313,content_b433416426f6,0.254956082681875,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4314,content_d8de98b4e1b9,0.2548472210087771,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4315,content_af59c0a2deb3,0.25480223878865077,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4316,content_2e3ed35f801f,0.25475033517447454,Medium,monitor_and_verify,['model_signal_requires_review']
4317,content_e4f2c3ab5b54,0.25469537388572955,Medium,monitor_and_verify,['model_signal_requires_review']
4318,content_32ff84795595,0.25469361124022194,Low,monitor_and_verify,['model_signal_requires_review']
4319,content_65f5983ec5f7,0.2546549774500544,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4320,content_c19242097fe9,0.25463389924858615,Low,monitor_and_verify,['model_signal_requires_review']
4321,content_63205770dbcd,0.25445488367348207,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4322,content_a78a64d5caf8,0.2544001749209786,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4323,content_a11f793d5f24,0.25436523742406664,Medium,monitor_and_verify,['model_signal_requires_review']
4324,content_c09a11d9c224,0.2542747788142464,Medium,monitor_and_verify,['model_signal_requires_review']
4325,content_06954b8a7f8d,0.2542515368706035,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4326,content_91f2041326a0,0.2542057501621732,Low,monitor_and_verify,['model_signal_requires_review']
4327,content_c59a181ee3c0,0.2541491085504927,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4328,content_96688198c848,0.25408189225825967,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4329,content_80ccd59a719f,0.2540724429339161,Medium,monitor_and_verify,['model_signal_requires_review']
4330,content_19e8e0ca29e9,0.2540470446349701,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4331,content_f5c34d912af8,0.2539910328687125,Medium,monitor_and_verify,['model_signal_requires_review']
4332,content_fd31ddf5ba2a,0.2538550862646904,Low,monitor_and_verify,['model_signal_requires_review']
4333,content_0919434d503e,0.2538223878935404,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4334,content_fff8e7360d01,0.253799039730924,Medium,monitor_and_verify,['model_signal_requires_review']
4335,content_d03e59748526,0.2536834955610306,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4336,content_fd80a1010807,0.2535105157546054,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4337,content_12d060c367de,0.25349329698163103,Low,monitor_and_verify,['model_signal_requires_review']
4338,content_283fb243c9b8,0.2534699485993549,Low,monitor_and_verify,['model_signal_requires_review']
4339,content_b0981fa41b7a,0.2534609185157852,Medium,monitor_and_verify,['model_signal_requires_review']
4340,content_a4e083d8c665,0.2534128759811781,Low,monitor_and_verify,['model_signal_requires_review']
4341,content_d9cf8835e2a7,0.25341255759202,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4342,content_3e1884b53656,0.2533731702710392,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4343,content_7ce6f63886c8,0.2533547856532301,Medium,monitor_and_verify,['model_signal_requires_review']
4344,content_eeb8f4de4796,0.2533513806707055,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4345,content_bbe814c133ff,0.25327030323547417,Medium,monitor_and_verify,['model_signal_requires_review']
4346,content_10ec67c6a68d,0.2532310284860515,Medium,monitor_and_verify,['model_signal_requires_review']
4347,content_53b1751856e3,0.2532078317137761,Medium,monitor_and_verify,['model_signal_requires_review']
4348,content_000c896649cc,0.2532038989199964,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4349,content_ebfc24b941ad,0.25306719755638096,Low,monitor_and_verify,['model_signal_requires_review']
4350,content_4aa228eef7a1,0.25306719755638096,Low,monitor_and_verify,['model_signal_requires_review']
4351,content_125c53fdf1e7,0.2530221649639065,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4352,content_b3994ba17e82,0.2529995017925398,Low,monitor_and_verify,['model_signal_requires_review']
4353,content_08500acfbe7c,0.2529993878002274,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4354,content_7a82fa0b634e,0.2529710076755797,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4355,content_0d318a83f1a7,0.25296690250484793,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4356,content_4a8ed6268c17,0.2528668391032132,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4357,content_fc815a8369f5,0.25280252919681884,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4358,content_1fc0d3390fc0,0.25276210641958574,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4359,content_b6a86abcee0d,0.2527369095417227,Low,monitor_and_verify,['model_signal_requires_review']
4360,content_899bf6f73251,0.25271897435023183,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4361,content_7a883d489406,0.2526948426819683,Low,monitor_and_verify,['model_signal_requires_review']
4362,content_607f0f3bceae,0.25264524370238933,Low,monitor_and_verify,['model_signal_requires_review']
4363,content_6cb53d8fe521,0.25252074785292306,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4364,content_56846ce78c82,0.2524079583686231,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4365,content_37db2a63c9c7,0.2523832109483003,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4366,content_dcda112812f6,0.2523656215222831,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4367,content_599f9c953f91,0.2523579373629506,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4368,content_52beab51fc39,0.2523359707863114,Medium,monitor_and_verify,['model_signal_requires_review']
4369,content_387c447c4e95,0.25231042458977665,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4370,content_2b7a8c568e92,0.25230603008337393,Low,monitor_and_verify,['model_signal_requires_review']
4371,content_cff0e3db64d0,0.2522496699399392,Medium,monitor_and_verify,['model_signal_requires_review']
4372,content_9a1f2555b1eb,0.252238895786384,Medium,monitor_and_verify,['model_signal_requires_review']
4373,content_c3e4231878b4,0.25223419311771766,Medium,monitor_and_verify,['model_signal_requires_review']
4374,content_7fe7914ad0e0,0.2521586618966156,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4375,content_71c7b5968117,0.252152303714215,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4376,content_7768e375a15e,0.252081201356146,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4377,content_2bb3a85eb290,0.2520271920502158,Low,monitor_and_verify,['model_signal_requires_review']
4378,content_3855328dee7a,0.2519912299873306,Medium,monitor_and_verify,['model_signal_requires_review']
4379,content_479f8ec909fe,0.2519149157788902,Medium,monitor_and_verify,['model_signal_requires_review']
4380,content_99f32aaf9234,0.2517938823983204,Medium,monitor_and_verify,['model_signal_requires_review']
4381,content_02560826d24f,0.251781833231994,Medium,monitor_and_verify,['model_signal_requires_review']
4382,content_9b97cccdaefb,0.2517145615945704,Low,monitor_and_verify,['model_signal_requires_review']
4383,content_03625cd1150b,0.25170885076264016,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4384,content_256a6c212300,0.2516813262692904,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4385,content_cb46cf928f85,0.2515690143090646,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4386,content_43086d953bcc,0.25152131799525235,Low,monitor_and_verify,['model_signal_requires_review']
4387,content_213caf5cf556,0.25135890425467167,Low,monitor_and_verify,['model_signal_requires_review']
4388,content_1346eb73396d,0.2513096218008726,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4389,content_39eaae5bce4a,0.2512920731784864,Medium,monitor_and_verify,['model_signal_requires_review']
4390,content_b5518d4f3fea,0.25127164055068635,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4391,content_eed67fb12c02,0.25117311574689716,Medium,monitor_and_verify,['model_signal_requires_review']
4392,content_3c4dcf6dfc89,0.25105635430000234,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4393,content_26085fbfb7ee,0.2510331071447569,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4394,content_8738328a9c87,0.2510331071447569,Low,monitor_and_verify,['large_observed_decline']
4395,content_3caffc05c7f0,0.25101850613429866,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4396,content_04e97796ac4d,0.2509841239851557,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4397,content_e68adee72e4d,0.25090934008773585,Medium,monitor_and_verify,['model_signal_requires_review']
4398,content_c33897073127,0.2508877347548127,Low,monitor_and_verify,['model_signal_requires_review']
4399,content_b8dab8a0987f,0.2508736188016404,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4400,content_6a2383b4296f,0.25078953980429997,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4401,content_70252984654c,0.25073100979344365,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4402,content_925dd4890383,0.2507039427630628,Medium,monitor_and_verify,['model_signal_requires_review']
4403,content_f8a2a1141001,0.2506963665621713,Medium,monitor_and_verify,['model_signal_requires_review']
4404,content_54d3d871d13e,0.2506399647378025,Medium,monitor_and_verify,['model_signal_requires_review']
4405,content_ed4f9ab58560,0.2506100412075709,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4406,content_47e03bf0b0b8,0.25055406127867014,Medium,monitor_and_verify,['model_signal_requires_review']
4407,content_27fb9892d000,0.25054839695547804,Medium,monitor_and_verify,['model_signal_requires_review']
4408,content_b72b06434946,0.2503968928990493,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4409,content_a3548d64df7d,0.2503714386215399,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4410,content_8bdf571e5d0e,0.2502842830684849,Low,monitor_and_verify,['model_signal_requires_review']
4411,content_c5c1e3c0d9c2,0.2502841228476976,Medium,monitor_and_verify,['model_signal_requires_review']
4412,content_37af3f678ecf,0.25028373160801903,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4413,content_cb850da6bf12,0.25025968508006013,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4414,content_abfd15f46882,0.2501728906954301,Medium,monitor_and_verify,['model_signal_requires_review']
4415,content_c3b95e6baf84,0.25016918900103036,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4416,content_b80b0230d0a9,0.2501625318496829,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4417,content_9e910c76fe4c,0.2501483194784098,Medium,monitor_and_verify,['model_signal_requires_review']
4418,content_2b8bf3b855a2,0.2501237647398097,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4419,content_38fbb36fa36c,0.25008448080232193,Medium,monitor_and_verify,['model_signal_requires_review']
4420,content_ef1f45c34441,0.25004013594854835,Medium,monitor_and_verify,['model_signal_requires_review']
4421,content_46556f2240aa,0.2500251817375508,Medium,monitor_and_verify,['model_signal_requires_review']
4422,content_d943da81dc4e,0.24998583613665246,Medium,monitor_and_verify,['model_signal_requires_review']
4423,content_da7ad11e10c3,0.24998495310221125,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4424,content_cf2d28cf95ec,0.24996019182169887,Low,monitor_and_verify,['model_signal_requires_review']
4425,content_2783e25b0710,0.24994158025178037,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4426,content_bf73646cd408,0.2498883408834536,Low,monitor_and_verify,['model_signal_requires_review']
4427,content_4b9726e167a8,0.24981899400239493,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4428,content_5d0a1ea004df,0.24981365874837627,Medium,monitor_and_verify,['model_signal_requires_review']
4429,content_6f24984bd099,0.2497470014566261,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4430,content_19f86b2807b8,0.24970148263569902,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4431,content_297ffbe239f4,0.24957522664661014,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4432,content_97edd9d31897,0.2494405006794517,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4433,content_95b01798e6f3,0.24929130852942863,Low,monitor_and_verify,['model_signal_requires_review']
4434,content_438fb51507ea,0.24926491707536916,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4435,content_08dd19ebe332,0.24922399766989226,Medium,monitor_and_verify,['model_signal_requires_review']
4436,content_0513586edfbc,0.24920645643155878,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4437,content_d8bed4cdd252,0.24919038361023382,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4438,content_76b80127fd2b,0.24918465643321094,Low,monitor_and_verify,['model_signal_requires_review']
4439,content_7a84a9b5bf05,0.24917296628682592,Medium,monitor_and_verify,['model_signal_requires_review']
4440,content_75274ab02acb,0.2491645683507369,Low,monitor_and_verify,['model_signal_requires_review']
4441,content_093ab3c24de7,0.24915588545091574,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4442,content_d54f809b260c,0.24909858518019348,Medium,monitor_and_verify,['model_signal_requires_review']
4443,content_365ffb2ca896,0.24901255229773345,Low,monitor_and_verify,['model_signal_requires_review']
4444,content_86e83855c103,0.2489511240337862,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4445,content_ad5f9478d603,0.24894285498772148,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4446,content_63a7db0259ce,0.2488737319232019,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4447,content_c4b6fe20fadf,0.2488350938722462,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4448,content_b046d6f5fcd8,0.24876283217804143,Medium,monitor_and_verify,['model_signal_requires_review']
4449,content_830b63c8dbac,0.24863375449310207,Medium,monitor_and_verify,['model_signal_requires_review']
4450,content_4870cf275fec,0.24857066148939466,Low,monitor_and_verify,['model_signal_requires_review']
4451,content_d70ada757917,0.24852896608156513,Medium,monitor_and_verify,['model_signal_requires_review']
4452,content_261dc1c0fb9c,0.2484562944494874,Medium,monitor_and_verify,['model_signal_requires_review']
4453,content_deb2676eeef1,0.24838180406209975,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4454,content_e0da57a62e16,0.2483651906426488,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
4455,content_7e69b13d445e,0.24831362278638985,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
